Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1,CommandPos-2,FeedbackPos-2
9577.00,81728.881406445,81673.000000000,-28680.464325272,-28687.000000000,14257.169186013,14248.000000000
9578.00,81784.973532152,81729.000000000,-28674.230097304,-28680.000000000,14266.151494302,14257.000000000
9579.00,81841.079792845,81785.000000000,-28667.962235152,-28674.000000000,14275.136631219,14266.000000000
9580.00,81897.200167299,81841.000000000,-28661.660710897,-28668.000000000,14284.124596765,14275.000000000
9581.00,81953.334634257,81897.000000000,-28655.325496627,-28662.000000000,14293.115390939,14284.000000000
9582.00,82009.483172427,81953.000000000,-28648.956564434,-28655.000000000,14302.109013740,14293.000000000
9583.00,82065.645760483,82009.000000000,-28642.553886414,-28649.000000000,14311.105465170,14302.000000000
9584.00,82121.822377066,82066.000000000,-28636.117434668,-28643.000000000,14320.104745227,14311.000000000
9585.00,82178.013000785,82122.000000000,-28629.647181301,-28636.000000000,14329.106853913,14320.000000000
9586.00,82234.217610211,82178.000000000,-28623.143098424,-28630.000000000,14338.111791226,14329.000000000
9587.00,82290.436183885,82234.000000000,-28616.605158151,-28623.000000000,14347.119557168,14338.000000000
9588.00,82346.668700313,82290.000000000,-28610.033332601,-28617.000000000,14356.130151738,14347.000000000
9589.00,82402.915137966,82347.000000000,-28603.427593899,-28610.000000000,14365.143574936,14356.000000000
9590.00,82459.175475282,82403.000000000,-28596.787914174,-28603.000000000,14374.159826761,14365.000000000
9591.00,82515.449690665,82459.000000000,-28590.114265559,-28597.000000000,14383.178907215,14374.000000000
9592.00,82571.737762486,82515.000000000,-28583.406620193,-28590.000000000,14392.200816297,14383.000000000
9593.00,82628.039669082,82572.000000000,-28576.664950220,-28583.000000000,14401.225554007,14392.000000000
9594.00,82684.355388753,82628.000000000,-28569.889227788,-28577.000000000,14410.253120344,14401.000000000
9595.00,82740.684899769,82684.000000000,-28563.079425050,-28570.000000000,14419.283515310,14410.000000000
9596.00,82797.028180365,82741.000000000,-28556.235514166,-28563.000000000,14428.316738904,14419.000000000
9597.00,82853.385208741,82797.000000000,-28549.357467297,-28556.000000000,14437.352791126,14428.000000000
9598.00,82909.755963062,82853.000000000,-28542.445256613,-28549.000000000,14446.391671976,14437.000000000
9599.00,82966.140421463,82910.000000000,-28535.498854287,-28542.000000000,14455.433381454,14446.000000000
9600.00,83022.538562040,82966.000000000,-28528.518232498,-28535.000000000,14464.477919560,14455.000000000
9601.00,83078.950362859,83023.000000000,-28521.503363429,-28529.000000000,14473.525286294,14464.000000000
9602.00,83135.375801950,83079.000000000,-28514.454219270,-28522.000000000,14482.575481656,14474.000000000
9603.00,83191.814857309,83135.000000000,-28507.370772215,-28514.000000000,14491.628505646,14483.000000000
9604.00,83248.267506898,83192.000000000,-28500.252994463,-28507.000000000,14500.684358264,14492.000000000
9605.00,83304.733728646,83248.000000000,-28493.100858219,-28500.000000000,14509.743039510,14501.000000000
9606.00,83361.213500445,83305.000000000,-28485.914335694,-28493.000000000,14518.804549384,14510.000000000
9607.00,83417.706800156,83361.000000000,-28478.693399102,-28486.000000000,14527.868887886,14519.000000000
9608.00,83474.213605605,83418.000000000,-28471.438020664,-28479.000000000,14536.936055017,14528.000000000
9609.00,83530.733894582,83474.000000000,-28464.148172608,-28471.000000000,14546.006050775,14537.000000000
9610.00,83587.267644845,83531.000000000,-28456.823827164,-28464.000000000,14555.078875161,14546.000000000
9611.00,83643.814834117,83587.000000000,-28449.464956571,-28457.000000000,14564.154528175,14555.000000000
9612.00,83700.375440087,83644.000000000,-28442.071533070,-28449.000000000,14573.233009818,14564.000000000
9613.00,83756.949440408,83700.000000000,-28434.643528911,-28442.000000000,14582.314320088,14573.000000000
9614.00,83813.536812702,83757.000000000,-28427.180916347,-28435.000000000,14591.398458986,14582.000000000
9615.00,83870.137534553,83814.000000000,-28419.683667638,-28427.000000000,14600.485426512,14591.000000000
9616.00,83926.751583515,83870.000000000,-28412.151755050,-28420.000000000,14609.575222667,14600.000000000
9617.00,83983.378937103,83927.000000000,-28404.585150854,-28412.000000000,14618.667847449,14610.000000000
9618.00,84040.019572801,83983.000000000,-28396.983827326,-28405.000000000,14627.763300860,14619.000000000
9619.00,84096.673468057,84040.000000000,-28389.347756750,-28397.000000000,14636.861582898,14628.000000000
9620.00,84153.340600286,84097.000000000,-28381.676911413,-28389.000000000,14645.962693564,14637.000000000
9621.00,84210.020946868,84153.000000000,-28373.971263610,-28382.000000000,14655.066632859,14646.000000000
9622.00,84266.714485147,84210.000000000,-28366.230785642,-28374.000000000,14664.173400781,14655.000000000
9623.00,84323.421192436,84267.000000000,-28358.455449815,-28366.000000000,14673.282997332,14664.000000000
9624.00,84380.141046010,84323.000000000,-28350.645228440,-28358.000000000,14682.395422511,14673.000000000
9625.00,84436.874023112,84380.000000000,-28342.800093836,-28351.000000000,14691.510676317,14682.000000000
9626.00,84493.620100949,84437.000000000,-28334.920018328,-28343.000000000,14700.628758752,14692.000000000
9627.00,84550.379256695,84494.000000000,-28327.004974245,-28335.000000000,14709.749669814,14701.000000000
9628.00,84607.151467488,84550.000000000,-28319.054933925,-28327.000000000,14718.873409505,14710.000000000
9629.00,84663.936710433,84607.000000000,-28311.069869709,-28319.000000000,14727.999977824,14719.000000000
9630.00,84720.734962599,84664.000000000,-28303.049753946,-28311.000000000,14737.129374770,14728.000000000
9631.00,84777.546201021,84721.000000000,-28294.994558992,-28303.000000000,14746.261600345,14737.000000000
9632.00,84834.370402700,84778.000000000,-28286.904257207,-28295.000000000,14755.396654548,14746.000000000
9633.00,84891.207544602,84834.000000000,-28278.778820960,-28287.000000000,14764.534537379,14755.000000000
9634.00,84948.057603658,84891.000000000,-28270.618222624,-28279.000000000,14773.675248837,14765.000000000
9635.00,85004.920556764,84948.000000000,-28262.422434579,-28271.000000000,14782.818788924,14774.000000000
9636.00,85061.796380784,85005.000000000,-28254.191429213,-28262.000000000,14791.965157639,14783.000000000
9637.00,85118.685052544,85062.000000000,-28245.925178917,-28254.000000000,14801.114354982,14792.000000000
9638.00,85175.586548838,85119.000000000,-28237.623656092,-28246.000000000,14810.266380953,14801.000000000
9639.00,85232.500846424,85176.000000000,-28229.286833145,-28238.000000000,14819.421235552,14810.000000000
9640.00,85289.427922024,85233.000000000,-28220.914682486,-28229.000000000,14828.578918778,14819.000000000
9641.00,85346.367752328,85289.000000000,-28212.507176537,-28221.000000000,14837.739430633,14829.000000000
9642.00,85403.320313990,85346.000000000,-28204.064287722,-28213.000000000,14846.902771116,14838.000000000
9643.00,85460.285583630,85403.000000000,-28195.585988474,-28204.000000000,14856.068940227,14847.000000000
9644.00,85517.263537831,85460.000000000,-28187.072251233,-28196.000000000,14865.237937966,14856.000000000
9645.00,85574.254153143,85517.000000000,-28178.523048444,-28187.000000000,14874.409764333,14865.000000000
9646.00,85631.257406082,85574.000000000,-28169.938352561,-28179.000000000,14883.584419329,14874.000000000
9647.00,85688.273273128,85631.000000000,-28161.318136042,-28170.000000000,14892.761902952,14884.000000000
9648.00,85745.301730726,85688.000000000,-28152.662371354,-28161.000000000,14901.942215203,14893.000000000
9649.00,85802.342755287,85745.000000000,-28143.971030970,-28153.000000000,14911.125356082,14902.000000000
9650.00,85859.396323186,85802.000000000,-28135.244087371,-28144.000000000,14920.311325589,14911.000000000
9651.00,85916.462410765,85859.000000000,-28126.481513044,-28135.000000000,14929.500123724,14920.000000000
9652.00,85973.540994328,85916.000000000,-28117.683280482,-28126.000000000,14938.691750487,14930.000000000
9653.00,86030.632050148,85974.000000000,-28108.849362187,-28118.000000000,14947.886205879,14939.000000000
9654.00,86087.735554461,86031.000000000,-28099.979730668,-28109.000000000,14957.083489898,14948.000000000
9655.00,86144.851483467,86088.000000000,-28091.074358439,-28100.000000000,14966.283602545,14957.000000000
9656.00,86201.979813334,86145.000000000,-28082.133218023,-28091.000000000,14975.486543821,14966.000000000
9657.00,86259.120520192,86202.000000000,-28073.156281950,-28082.000000000,14984.692313724,14975.000000000
9658.00,86316.273580137,86259.000000000,-28064.143522756,-28073.000000000,14993.900912255,14985.000000000
9659.00,86373.438969232,86316.000000000,-28055.094912986,-28064.000000000,15003.112339415,14994.000000000
9660.00,86430.616663503,86373.000000000,-28046.010425191,-28055.000000000,15012.326595202,15003.000000000
9661.00,86487.806638940,86431.000000000,-28036.890031930,-28046.000000000,15021.543679617,15012.000000000
9662.00,86545.008871501,86488.000000000,-28027.733705769,-28037.000000000,15030.763592661,15022.000000000
9663.00,86602.223337107,86545.000000000,-28018.541419281,-28028.000000000,15039.986334332,15031.000000000
9664.00,86659.450011643,86602.000000000,-28009.313145047,-28019.000000000,15049.211904632,15040.000000000
9665.00,86716.688870962,86659.000000000,-28000.048855657,-28009.000000000,15058.440303559,15049.000000000
9666.00,86773.939890878,86717.000000000,-27990.748523705,-28000.000000000,15067.671531115,15058.000000000
9667.00,86831.203047174,86774.000000000,-27981.412121795,-27991.000000000,15076.905587298,15068.000000000
9668.00,86888.478315594,86831.000000000,-27972.039622538,-27981.000000000,15086.142472110,15077.000000000
9669.00,86945.765671851,86888.000000000,-27962.630998553,-27972.000000000,15095.382185550,15086.000000000
9670.00,87003.065091618,86946.000000000,-27953.186222467,-27963.000000000,15104.624727617,15095.000000000
9671.00,87060.376550537,87003.000000000,-27943.705266913,-27953.000000000,15113.870098313,15105.000000000
9672.00,87117.700024213,87060.000000000,-27934.188104533,-27944.000000000,15123.118297637,15114.000000000
9673.00,87175.035488215,87118.000000000,-27924.634707977,-27934.000000000,15132.369325588,15123.000000000
9674.00,87232.382918079,87175.000000000,-27915.045049901,-27925.000000000,15141.623182168,15132.000000000
9675.00,87289.742289304,87232.000000000,-27905.419102973,-27915.000000000,15150.879867376,15142.000000000
9676.00,87347.113577355,87290.000000000,-27895.756839864,-27905.000000000,15160.139381212,15151.000000000
9677.00,87404.496757660,87347.000000000,-27886.058233255,-27896.000000000,15169.401723675,15160.000000000
9678.00,87461.891805614,87404.000000000,-27876.323255836,-27886.000000000,15178.666894767,15169.000000000
9679.00,87519.298696574,87462.000000000,-27866.551880304,-27876.000000000,15187.934894487,15179.000000000
9680.00,87576.717405864,87519.000000000,-27856.744079363,-27867.000000000,15197.205722835,15188.000000000
9681.00,87634.147908772,87577.000000000,-27846.899825728,-27857.000000000,15206.479379811,15197.000000000
9682.00,87691.590180551,87634.000000000,-27837.019092118,-27847.000000000,15215.755865415,15206.000000000
9683.00,87749.044196417,87692.000000000,-27827.101851264,-27837.000000000,15225.035179647,15216.000000000
9684.00,87806.509931553,87749.000000000,-27817.148075904,-27827.000000000,15234.317322507,15225.000000000
9685.00,87863.987361104,87807.000000000,-27807.157738782,-27817.000000000,15243.602293995,15234.000000000
9686.00,87921.476460183,87864.000000000,-27797.130812654,-27807.000000000,15252.890094111,15244.000000000
9687.00,87978.977203865,87921.000000000,-27787.067270282,-27797.000000000,15262.180722855,15253.000000000
9688.00,88036.489567190,87979.000000000,-27776.967084436,-27787.000000000,15271.474180227,15262.000000000
9689.00,88094.013525162,88036.000000000,-27766.830227896,-27777.000000000,15280.770466227,15271.000000000
9690.00,88151.549052752,88094.000000000,-27756.656673449,-27767.000000000,15290.069580855,15281.000000000
9691.00,88209.096124893,88152.000000000,-27746.446393891,-27757.000000000,15299.371524111,15290.000000000
9692.00,88266.654716484,88209.000000000,-27736.199362028,-27746.000000000,15308.676295995,15299.000000000
9693.00,88324.224802387,88267.000000000,-27725.915550671,-27736.000000000,15317.983896508,15309.000000000
9694.00,88381.806357430,88324.000000000,-27715.594932644,-27726.000000000,15327.294325648,15318.000000000
9695.00,88439.399356405,88382.000000000,-27705.237480775,-27716.000000000,15336.607583416,15327.000000000
9696.00,88497.003774069,88439.000000000,-27694.843167905,-27705.000000000,15345.923669812,15337.000000000
9697.00,88554.619585142,88497.000000000,-27684.411966880,-27695.000000000,15355.242584837,15346.000000000
9698.00,88612.246764309,88555.000000000,-27673.943850558,-27684.000000000,15364.564328489,15355.000000000
9699.00,88669.885286221,88612.000000000,-27663.438791803,-27674.000000000,15373.888900769,15365.000000000
9700.00,88727.535125491,88670.000000000,-27652.896763490,-27663.000000000,15383.216301678,15374.000000000
9701.00,88785.196256698,88728.000000000,-27642.317738500,-27653.000000000,15392.546531214,15383.000000000
9702.00,88842.868654385,88785.000000000,-27631.701689727,-27642.000000000,15401.879589378,15393.000000000
9703.00,88900.552293059,88843.000000000,-27621.048590070,-27632.000000000,15411.215476171,15402.000000000
9704.00,88958.247147191,88901.000000000,-27610.358412440,-27621.000000000,15420.554191591,15411.000000000
9705.00,89015.953191218,88958.000000000,-27599.631129754,-27610.000000000,15429.895735640,15421.000000000
9706.00,89073.670399541,89016.000000000,-27588.866714941,-27600.000000000,15439.240108316,15430.000000000
9707.00,89131.398746522,89074.000000000,-27578.065140938,-27589.000000000,15448.587309621,15439.000000000
9708.00,89189.138206493,89131.000000000,-27567.226380689,-27578.000000000,15457.937339553,15449.000000000
9709.00,89246.888753745,89189.000000000,-27556.350407151,-27567.000000000,15467.290198114,15458.000000000
9710.00,89304.650362536,89247.000000000,-27545.437193288,-27556.000000000,15476.645885302,15467.000000000
9711.00,89362.423007088,89305.000000000,-27534.486712073,-27545.000000000,15486.004401119,15477.000000000
9712.00,89420.206661586,89362.000000000,-27523.498936489,-27534.000000000,15495.365745564,15486.000000000
9713.00,89478.001300182,89420.000000000,-27512.473839527,-27523.000000000,15504.729918636,15495.000000000
9714.00,89535.806896989,89478.000000000,-27501.411394191,-27512.000000000,15514.096920337,15505.000000000
9715.00,89593.623426086,89536.000000000,-27490.311573489,-27501.000000000,15523.466750666,15514.000000000
9716.00,89651.450861516,89594.000000000,-27479.174350444,-27490.000000000,15532.839409622,15523.000000000
9717.00,89709.289177286,89651.000000000,-27467.999698083,-27479.000000000,15542.214897207,15533.000000000
9718.00,89767.138347367,89709.000000000,-27456.787589448,-27468.000000000,15551.593213420,15542.000000000
9719.00,89824.998345693,89767.000000000,-27445.537997586,-27457.000000000,15560.974358261,15552.000000000
9720.00,89882.869146166,89825.000000000,-27434.250895557,-27446.000000000,15570.358331730,15561.000000000
9721.00,89940.750722647,89883.000000000,-27422.926256428,-27434.000000000,15579.745133826,15570.000000000
9722.00,89998.643048965,89941.000000000,-27411.564053277,-27423.000000000,15589.134764551,15580.000000000
9723.00,90056.546098912,89999.000000000,-27400.164259191,-27412.000000000,15598.527223904,15589.000000000
9724.00,90114.459846243,90057.000000000,-27388.726847268,-27400.000000000,15607.922511885,15599.000000000
9725.00,90172.384264678,90114.000000000,-27377.251790615,-27389.000000000,15617.320628494,15608.000000000
9726.00,90230.319327901,90172.000000000,-27365.739062349,-27377.000000000,15626.721573731,15617.000000000
9727.00,90288.265009560,90230.000000000,-27354.188635597,-27366.000000000,15636.125347596,15627.000000000
9728.00,90346.221283267,90288.000000000,-27342.600483494,-27354.000000000,15645.531950089,15636.000000000
9729.00,90404.188122598,90346.000000000,-27330.974579189,-27343.000000000,15654.941381210,15646.000000000
9730.00,90462.165501094,90404.000000000,-27319.310895837,-27331.000000000,15664.353640959,15655.000000000
9731.00,90520.153392257,90462.000000000,-27307.609406605,-27319.000000000,15673.768729336,15664.000000000
9732.00,90578.151769557,90520.000000000,-27295.870084671,-27308.000000000,15683.186646341,15674.000000000
9733.00,90636.160606424,90578.000000000,-27284.092903220,-27296.000000000,15692.607391974,15683.000000000
9734.00,90694.179876255,90636.000000000,-27272.277835450,-27284.000000000,15702.030966236,15693.000000000
9735.00,90752.209552410,90694.000000000,-27260.424854568,-27272.000000000,15711.457369125,15702.000000000
9736.00,90810.249608213,90752.000000000,-27248.533933792,-27260.000000000,15720.886600642,15711.000000000
9737.00,90868.300016950,90810.000000000,-27236.605046349,-27249.000000000,15730.318660787,15721.000000000
9738.00,90926.360751874,90868.000000000,-27224.638165477,-27237.000000000,15739.753549561,15730.000000000
9739.00,90984.431786200,90926.000000000,-27212.633264426,-27225.000000000,15749.191266962,15740.000000000
9740.00,91042.513093108,90984.000000000,-27200.590316452,-27213.000000000,15758.631812991,15749.000000000
9741.00,91100.604645740,91043.000000000,-27188.509294827,-27201.000000000,15768.075187648,15759.000000000
9742.00,91158.706417203,91101.000000000,-27176.390172830,-27189.000000000,15777.521390934,15768.000000000
9743.00,91216.818380569,91159.000000000,-27164.232923750,-27176.000000000,15786.970422847,15778.000000000
9744.00,91274.940508871,91217.000000000,-27152.037520890,-27164.000000000,15796.422283389,15787.000000000
9745.00,91333.072775109,91275.000000000,-27139.803937559,-27152.000000000,15805.876972558,15796.000000000
9746.00,91391.215152245,91333.000000000,-27127.532147081,-27140.000000000,15815.334490355,15806.000000000
9747.00,91449.367613204,91391.000000000,-27115.222122788,-27128.000000000,15824.794836781,15815.000000000
9748.00,91507.530130877,91449.000000000,-27102.873838023,-27115.000000000,15834.258011834,15825.000000000
9749.00,91565.702678117,91508.000000000,-27090.487266141,-27103.000000000,15843.724015516,15834.000000000
9750.00,91623.885227742,91566.000000000,-27078.062380507,-27090.000000000,15853.192847825,15844.000000000
9751.00,91682.077752531,91624.000000000,-27065.599154497,-27078.000000000,15862.664508763,15853.000000000
9752.00,91740.280225231,91682.000000000,-27053.097561497,-27066.000000000,15872.138998329,15863.000000000
9753.00,91798.492618550,91740.000000000,-27040.557574906,-27053.000000000,15881.616316522,15872.000000000
9754.00,91856.714905159,91798.000000000,-27027.979168131,-27041.000000000,15891.096463344,15882.000000000
9755.00,91914.947057695,91857.000000000,-27015.362314593,-27028.000000000,15900.579438793,15891.000000000
9756.00,91973.189048757,91915.000000000,-27002.706987723,-27015.000000000,15910.065242871,15901.000000000
9757.00,92031.440850908,91973.000000000,-26990.013160962,-27003.000000000,15919.553875577,15910.000000000
9758.00,92089.702436675,92031.000000000,-26977.280807763,-26990.000000000,15929.045336911,15920.000000000
9759.00,92147.973778549,92090.000000000,-26964.509901591,-26977.000000000,15938.539626872,15929.000000000
9760.00,92206.254848983,92148.000000000,-26951.700415920,-26965.000000000,15948.036745462,15939.000000000
9761.00,92264.545620396,92206.000000000,-26938.852324238,-26952.000000000,15957.536692680,15948.000000000
9762.00,92322.846065167,92265.000000000,-26925.965600042,-26939.000000000,15967.039468526,15958.000000000
9763.00,92381.156155643,92323.000000000,-26913.040216842,-26926.000000000,15976.545073000,15967.000000000
9764.00,92439.475864132,92381.000000000,-26900.076148158,-26913.000000000,15986.053506101,15977.000000000
9765.00,92497.805162906,92439.000000000,-26887.073367523,-26900.000000000,15995.564767831,15986.000000000
9766.00,92556.144024199,92498.000000000,-26874.031848479,-26887.000000000,16005.078858189,15996.000000000
9767.00,92614.492420212,92556.000000000,-26860.951564583,-26874.000000000,16014.595777175,16005.000000000
9768.00,92672.850323107,92614.000000000,-26847.832489400,-26861.000000000,16024.115524789,16015.000000000
9769.00,92731.217705010,92673.000000000,-26834.674596509,-26848.000000000,16033.638101031,16024.000000000
9770.00,92789.594538010,92731.000000000,-26821.477859500,-26835.000000000,16043.163505901,16034.000000000
9771.00,92847.980794161,92790.000000000,-26808.242251974,-26821.000000000,16052.691739399,16043.000000000
9772.00,92906.376445478,92848.000000000,-26794.967747544,-26808.000000000,16062.222801525,16053.000000000
9773.00,92964.781463943,92906.000000000,-26781.654319836,-26795.000000000,16071.756692279,16062.000000000
9774.00,93023.195821499,92965.000000000,-26768.301942486,-26782.000000000,16081.293411661,16072.000000000
9775.00,93081.619490052,93023.000000000,-26754.910589143,-26768.000000000,16090.832959672,16081.000000000
9776.00,93140.052441474,93082.000000000,-26741.480233466,-26755.000000000,16100.375336310,16091.000000000
9777.00,93198.494647596,93140.000000000,-26728.010849130,-26741.000000000,16109.920541576,16100.000000000
9778.00,93256.946080218,93198.000000000,-26714.502409817,-26728.000000000,16119.468575470,16110.000000000
9779.00,93315.406711099,93257.000000000,-26700.954889225,-26715.000000000,16129.019437992,16119.000000000
9780.00,93373.876511964,93315.000000000,-26687.368261062,-26701.000000000,16138.573129143,16129.000000000
9781.00,93432.355454499,93374.000000000,-26673.742499049,-26687.000000000,16148.129648921,16139.000000000
9782.00,93490.843510355,93432.000000000,-26660.077576917,-26674.000000000,16157.688997327,16148.000000000
9783.00,93549.340651147,93491.000000000,-26646.373468413,-26660.000000000,16167.251174362,16158.000000000
9784.00,93607.846848452,93549.000000000,-26632.630147292,-26646.000000000,16176.816180024,16167.000000000
9785.00,93666.362073810,93608.000000000,-26618.847587325,-26633.000000000,16186.384014314,16177.000000000
9786.00,93724.886298725,93666.000000000,-26605.025762293,-26619.000000000,16195.954677233,16186.000000000
9787.00,93783.419494666,93725.000000000,-26591.164645990,-26605.000000000,16205.528168779,16196.000000000
9788.00,93841.961633061,93783.000000000,-26577.264212223,-26591.000000000,16215.104488954,16206.000000000
9789.00,93900.512685307,93842.000000000,-26563.324434809,-26577.000000000,16224.683637756,16215.000000000
9790.00,93959.072622758,93901.000000000,-26549.345287581,-26563.000000000,16234.265615186,16225.000000000
9791.00,94017.641416736,93959.000000000,-26535.326744383,-26549.000000000,16243.850421245,16234.000000000
9792.00,94076.219038525,94018.000000000,-26521.268779069,-26535.000000000,16253.438055932,16244.000000000
9793.00,94134.805459372,94076.000000000,-26507.171365511,-26521.000000000,16263.028519246,16253.000000000
9794.00,94193.400650486,94135.000000000,-26493.034477588,-26507.000000000,16272.621811189,16263.000000000
9795.00,94252.004583041,94193.000000000,-26478.858089196,-26493.000000000,16282.217931759,16273.000000000
9796.00,94310.617228173,94252.000000000,-26464.642174242,-26479.000000000,16291.816880958,16282.000000000
9797.00,94369.238556983,94311.000000000,-26450.386706644,-26465.000000000,16301.418658785,16292.000000000
9798.00,94427.868540533,94369.000000000,-26436.091660337,-26450.000000000,16311.023265239,16301.000000000
9799.00,94486.507149849,94428.000000000,-26421.757009264,-26436.000000000,16320.630700322,16311.000000000
9800.00,94545.154355921,94487.000000000,-26407.382727386,-26422.000000000,16330.240964033,16321.000000000
9801.00,94603.810129701,94545.000000000,-26392.968788672,-26407.000000000,16339.854056371,16330.000000000
9802.00,94662.474442104,94604.000000000,-26378.515167107,-26393.000000000,16349.469977338,16340.000000000
9803.00,94721.147264010,94662.000000000,-26364.021836689,-26379.000000000,16359.088726933,16349.000000000
9804.00,94779.828566259,94721.000000000,-26349.488771427,-26364.000000000,16368.710305156,16359.000000000
9805.00,94838.518319658,94780.000000000,-26334.915945346,-26349.000000000,16378.334712007,16369.000000000
9806.00,94897.216494973,94839.000000000,-26320.303332482,-26335.000000000,16387.961947486,16378.000000000
9807.00,94955.923062937,94897.000000000,-26305.650906885,-26320.000000000,16397.592011592,16388.000000000
9808.00,95014.637994243,94956.000000000,-26290.958642618,-26306.000000000,16407.224904327,16398.000000000
9809.00,95073.361259548,95015.000000000,-26276.226513757,-26291.000000000,16416.860625690,16407.000000000
9810.00,95132.092829473,95073.000000000,-26261.454494392,-26276.000000000,16426.499175681,16417.000000000
9811.00,95190.832674602,95132.000000000,-26246.642558626,-26261.000000000,16436.140554300,16426.000000000
9812.00,95249.580765479,95191.000000000,-26231.790680575,-26247.000000000,16445.784761547,16436.000000000
9813.00,95308.337072616,95250.000000000,-26216.898834370,-26232.000000000,16455.431797422,16446.000000000
9814.00,95367.101566484,95308.000000000,-26201.966994155,-26217.000000000,16465.081661925,16455.000000000
9815.00,95425.874217519,95367.000000000,-26186.995134085,-26202.000000000,16474.734355056,16465.000000000
9816.00,95484.654996120,95426.000000000,-26171.983228332,-26187.000000000,16484.389876816,16475.000000000
9817.00,95543.443872646,95485.000000000,-26156.931251079,-26172.000000000,16494.048227203,16484.000000000
9818.00,95602.240817424,95543.000000000,-26141.839176526,-26157.000000000,16503.709406218,16494.000000000
9819.00,95661.045800740,95602.000000000,-26126.706978883,-26142.000000000,16513.373413861,16504.000000000
9820.00,95719.858792845,95661.000000000,-26111.534632375,-26127.000000000,16523.040250132,16513.000000000
9821.00,95778.679763952,95720.000000000,-26096.322111243,-26112.000000000,16532.709915031,16523.000000000
9822.00,95837.508684237,95779.000000000,-26081.069389738,-26096.000000000,16542.382408559,16533.000000000
9823.00,95896.345523839,95838.000000000,-26065.776442129,-26081.000000000,16552.057730714,16542.000000000
9824.00,95955.190252860,95896.000000000,-26050.443242696,-26066.000000000,16561.735881497,16552.000000000
9825.00,96014.042841366,95955.000000000,-26035.069765733,-26050.000000000,16571.416860909,16562.000000000
9826.00,96072.903259383,96014.000000000,-26019.655985550,-26035.000000000,16581.100668948,16571.000000000
9827.00,96131.771476903,96073.000000000,-26004.201876469,-26020.000000000,16590.787305615,16581.000000000
9828.00,96190.647463879,96132.000000000,-25988.707412828,-26004.000000000,16600.476770911,16591.000000000
9829.00,96249.531190228,96191.000000000,-25973.172568979,-25989.000000000,16610.169064834,16600.000000000
9830.00,96308.422625829,96250.000000000,-25957.597319285,-25973.000000000,16619.864187386,16610.000000000
9831.00,96367.321740525,96308.000000000,-25941.981638128,-25958.000000000,16629.562138565,16620.000000000
9832.00,96426.228504119,96367.000000000,-25926.325499900,-25942.000000000,16639.262918373,16630.000000000
9833.00,96485.142886380,96426.000000000,-25910.628879012,-25926.000000000,16648.966526808,16639.000000000
9834.00,96544.064857039,96485.000000000,-25894.891749884,-25911.000000000,16658.672963872,16649.000000000
9835.00,96602.994385789,96544.000000000,-25879.114086954,-25895.000000000,16668.382229563,16659.000000000
9836.00,96661.931442287,96603.000000000,-25863.295864674,-25879.000000000,16678.094323883,16668.000000000
9837.00,96720.875996151,96662.000000000,-25847.437057510,-25863.000000000,16687.809246830,16678.000000000
9838.00,96779.828016963,96721.000000000,-25831.537639943,-25847.000000000,16697.526998406,16688.000000000
9839.00,96838.787474267,96780.000000000,-25815.597586467,-25832.000000000,16707.247578610,16698.000000000
9840.00,96897.754337572,96839.000000000,-25799.616871593,-25816.000000000,16716.970987441,16707.000000000
9841.00,96956.728576347,96898.000000000,-25783.595469845,-25800.000000000,16726.697224901,16717.000000000
9842.00,97015.710160025,96957.000000000,-25767.533355763,-25784.000000000,16736.426290989,16727.000000000
9843.00,97074.699058002,97016.000000000,-25751.430503901,-25768.000000000,16746.158185704,16736.000000000
9844.00,97133.695239636,97075.000000000,-25735.286888827,-25751.000000000,16755.892909048,16746.000000000
9845.00,97192.698674248,97134.000000000,-25719.102485125,-25735.000000000,16765.630461020,16756.000000000
9846.00,97251.709331122,97193.000000000,-25702.877267395,-25719.000000000,16775.370841620,16766.000000000
9847.00,97310.727179504,97252.000000000,-25686.611210249,-25703.000000000,16785.114050848,16775.000000000
9848.00,97369.752188603,97311.000000000,-25670.304288317,-25687.000000000,16794.860088704,16785.000000000
9849.00,97428.784327591,97370.000000000,-25653.956476242,-25670.000000000,16804.608955187,16795.000000000
9850.00,97487.823565603,97429.000000000,-25637.567748683,-25654.000000000,16814.360650299,16805.000000000
9851.00,97546.869871736,97488.000000000,-25621.138080314,-25638.000000000,16824.115174039,16814.000000000
9852.00,97605.923215050,97547.000000000,-25604.667445823,-25621.000000000,16833.872526407,16824.000000000
9853.00,97664.983564566,97606.000000000,-25588.155819916,-25605.000000000,16843.632707403,16834.000000000
9854.00,97724.050889271,97665.000000000,-25571.603177312,-25588.000000000,16853.395717027,16844.000000000
9855.00,97783.125158112,97724.000000000,-25555.009492746,-25572.000000000,16863.161555279,16853.000000000
9856.00,97842.206339999,97783.000000000,-25538.374740968,-25555.000000000,16872.930222159,16863.000000000
9857.00,97901.294403805,97842.000000000,-25521.698896744,-25538.000000000,16882.701717667,16873.000000000
9858.00,97960.389318366,97901.000000000,-25504.981934854,-25522.000000000,16892.476041804,16883.000000000
9859.00,98019.491052479,97960.000000000,-25488.223830096,-25505.000000000,16902.253194568,16892.000000000
9860.00,98078.599574907,98019.000000000,-25471.424557282,-25488.000000000,16912.033175960,16902.000000000
