Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1,CommandPos-2,FeedbackPos-2
7584.00,30010.689470871,29984.000000000,60021.378941742,59968.000000000,90032.068412614,89952.000000000
7585.00,30037.413148049,30011.000000000,60074.826296098,60021.000000000,90112.239444148,90032.000000000
7586.00,30064.136825227,30037.000000000,60128.273650454,60075.000000000,90192.410475681,90112.000000000
7587.00,30090.860502405,30064.000000000,60181.721004810,60128.000000000,90272.581507215,90192.000000000
7588.00,30117.584179583,30091.000000000,60235.168359166,60182.000000000,90352.752538749,90273.000000000
7589.00,30144.307856761,30118.000000000,60288.615713522,60235.000000000,90432.923570283,90353.000000000
7590.00,30171.031533939,30144.000000000,60342.063067878,60289.000000000,90513.094601817,90433.000000000
7591.00,30197.755211117,30171.000000000,60395.510422234,60342.000000000,90593.265633351,90513.000000000
7592.00,30224.478888295,30198.000000000,60448.957776590,60396.000000000,90673.436664885,90593.000000000
7593.00,30251.202565473,30224.000000000,60502.405130946,60449.000000000,90753.607696419,90673.000000000
7594.00,30277.926242651,30251.000000000,60555.852485302,60502.000000000,90833.778727953,90754.000000000
7595.00,30304.649919829,30278.000000000,60609.299839658,60556.000000000,90913.949759487,90834.000000000
7596.00,30331.373597007,30305.000000000,60662.747194014,60609.000000000,90994.120791021,90914.000000000
7597.00,30358.097274185,30331.000000000,60716.194548370,60663.000000000,91074.291822555,90994.000000000
7598.00,30384.820951363,30358.000000000,60769.641902726,60716.000000000,91154.462854089,91074.000000000
7599.00,30411.544628541,30385.000000000,60823.089257082,60770.000000000,91234.633885623,91154.000000000
7600.00,30438.268305719,30412.000000000,60876.536611438,60823.000000000,91314.804917157,91235.000000000
7601.00,30464.991982897,30438.000000000,60929.983965794,60877.000000000,91394.975948691,91315.000000000
7602.00,30491.715660075,30465.000000000,60983.431320150,60930.000000000,91475.146980225,91395.000000000
7603.00,30518.439337253,30492.000000000,61036.878674506,60983.000000000,91555.318011758,91475.000000000
7604.00,30545.163014431,30518.000000000,61090.326028862,61037.000000000,91635.489043292,91555.000000000
7605.00,30571.886691609,30545.000000000,61143.773383218,61090.000000000,91715.660074826,91635.000000000
7606.00,30598.610368787,30572.000000000,61197.220737574,61144.000000000,91795.831106360,91716.000000000
7607.00,30625.334045965,30599.000000000,61250.668091930,61197.000000000,91876.002137894,91796.000000000
7608.00,30652.057723143,30625.000000000,61304.115446285,61251.000000000,91956.173169428,91876.000000000
7609.00,30678.781400321,30652.000000000,61357.562800641,61304.000000000,92036.344200962,91956.000000000
7610.00,30705.505077499,30679.000000000,61411.010154997,61358.000000000,92116.515232496,92036.000000000
7611.00,30732.228754677,30706.000000000,61464.457509353,61411.000000000,92196.686264030,92117.000000000
7612.00,30758.952431855,30732.000000000,61517.904863709,61464.000000000,92276.857295564,92197.000000000
7613.00,30785.676109033,30759.000000000,61571.352218065,61518.000000000,92357.028327098,92277.000000000
7614.00,30812.399786211,30786.000000000,61624.799572421,61571.000000000,92437.199358632,92357.000000000
7615.00,30839.123463389,30812.000000000,61678.246926777,61625.000000000,92517.370390166,92437.000000000
7616.00,30865.847140567,30839.000000000,61731.694281133,61678.000000000,92597.541421700,92517.000000000
7617.00,30892.570817745,30866.000000000,61785.141635489,61732.000000000,92677.712453234,92598.000000000
7618.00,30919.294494923,30893.000000000,61838.588989845,61785.000000000,92757.883484768,92678.000000000
7619.00,30946.018172101,30919.000000000,61892.036344201,61839.000000000,92838.054516301,92758.000000000
7620.00,30972.741849279,30946.000000000,61945.483698557,61892.000000000,92918.225547835,92838.000000000
7621.00,30999.465526456,30973.000000000,61998.931052913,61945.000000000,92998.396579369,92918.000000000
7622.00,31026.189203634,30999.000000000,62052.378407269,61999.000000000,93078.567610903,92998.000000000
7623.00,31052.912880812,31026.000000000,62105.825761625,62052.000000000,93158.738642437,93079.000000000
7624.00,31079.636557990,31053.000000000,62159.273115981,62106.000000000,93238.909673971,93159.000000000
7625.00,31106.360235168,31080.000000000,62212.720470337,62159.000000000,93319.080705505,93239.000000000
7626.00,31133.083912346,31106.000000000,62266.167824693,62213.000000000,93399.251737039,93319.000000000
7627.00,31159.807589524,31133.000000000,62319.615179049,62266.000000000,93479.422768573,93399.000000000
7628.00,31186.531266702,31160.000000000,62373.062533405,62320.000000000,93559.593800107,93479.000000000
7629.00,31213.254943880,31187.000000000,62426.509887761,62373.000000000,93639.764831641,93560.000000000
7630.00,31239.978621058,31213.000000000,62479.957242117,62427.000000000,93719.935863175,93640.000000000
7631.00,31266.702298236,31240.000000000,62533.404596473,62480.000000000,93800.106894709,93720.000000000
7632.00,31293.425975414,31267.000000000,62586.851950828,62533.000000000,93880.277926243,93800.000000000
7633.00,31320.149652592,31293.000000000,62640.299305184,62587.000000000,93960.448957777,93880.000000000
7634.00,31346.873329770,31320.000000000,62693.746659540,62640.000000000,94040.619989311,93960.000000000
7635.00,31373.597006948,31347.000000000,62747.194013896,62694.000000000,94120.791020845,94041.000000000
7636.00,31400.320684126,31374.000000000,62800.641368252,62747.000000000,94200.962052378,94121.000000000
7637.00,31427.044361304,31400.000000000,62854.088722608,62801.000000000,94281.133083912,94201.000000000
7638.00,31453.768038482,31427.000000000,62907.536076964,62854.000000000,94361.304115446,94281.000000000
7639.00,31480.491715660,31454.000000000,62960.983431320,62908.000000000,94441.475146980,94361.000000000
7640.00,31507.215392838,31480.000000000,63014.430785676,62961.000000000,94521.646178514,94441.000000000
7641.00,31533.939070016,31507.000000000,63067.878140032,63014.000000000,94601.817210048,94522.000000000
7642.00,31560.662747194,31534.000000000,63121.325494388,63068.000000000,94681.988241582,94602.000000000
7643.00,31587.386424372,31561.000000000,63174.772848744,63121.000000000,94762.159273116,94682.000000000
7644.00,31614.110101550,31587.000000000,63228.220203100,63175.000000000,94842.330304650,94762.000000000
7645.00,31640.833778728,31614.000000000,63281.667557456,63228.000000000,94922.501336184,94842.000000000
7646.00,31667.557455906,31641.000000000,63335.114911812,63282.000000000,95002.672367718,94923.000000000
7647.00,31694.281133084,31668.000000000,63388.562266168,63335.000000000,95082.843399252,95003.000000000
7648.00,31721.004810262,31694.000000000,63442.009620524,63389.000000000,95163.014430786,95083.000000000
7649.00,31747.728487440,31721.000000000,63495.456974880,63442.000000000,95243.185462320,95163.000000000
7650.00,31774.452164618,31748.000000000,63548.904329236,63495.000000000,95323.356493854,95243.000000000
7651.00,31801.175841796,31774.000000000,63602.351683592,63549.000000000,95403.527525388,95323.000000000
7652.00,31827.899518974,31801.000000000,63655.799037948,63602.000000000,95483.698556921,95404.000000000
7653.00,31854.623196152,31828.000000000,63709.246392304,63656.000000000,95563.869588455,95484.000000000
7654.00,31881.346873330,31855.000000000,63762.693746660,63709.000000000,95644.040619989,95564.000000000
7655.00,31908.070550508,31881.000000000,63816.141101016,63763.000000000,95724.211651523,95644.000000000
7656.00,31934.794227686,31908.000000000,63869.588455372,63816.000000000,95804.382683057,95724.000000000
7657.00,31961.517904864,31935.000000000,63923.035809727,63870.000000000,95884.553714591,95804.000000000
7658.00,31988.241582042,31962.000000000,63976.483164083,63923.000000000,95964.724746125,95885.000000000
7659.00,32014.965259220,31988.000000000,64029.930518439,63976.000000000,96044.895777659,95965.000000000
7660.00,32041.688936398,32015.000000000,64083.377872795,64030.000000000,96125.066809193,96045.000000000
7661.00,32068.412613576,32042.000000000,64136.825227151,64083.000000000,96205.237840727,96125.000000000
7662.00,32095.136290754,32068.000000000,64190.272581507,64137.000000000,96285.408872261,96205.000000000
7663.00,32121.859967932,32095.000000000,64243.719935863,64190.000000000,96365.579903795,96285.000000000
7664.00,32148.583645110,32122.000000000,64297.167290219,64244.000000000,96445.750935329,96366.000000000
7665.00,32175.307322288,32149.000000000,64350.614644575,64297.000000000,96525.921966863,96446.000000000
7666.00,32202.030999466,32175.000000000,64404.061998931,64351.000000000,96606.092998397,96526.000000000
7667.00,32228.754676644,32202.000000000,64457.509353287,64404.000000000,96686.264029931,96606.000000000
7668.00,32255.478353822,32229.000000000,64510.956707643,64458.000000000,96766.435061465,96686.000000000
7669.00,32282.202031000,32255.000000000,64564.404061999,64511.000000000,96846.606092998,96766.000000000
7670.00,32308.925708177,32282.000000000,64617.851416355,64564.000000000,96926.777124532,96847.000000000
7671.00,32335.649385355,32309.000000000,64671.298770711,64618.000000000,97006.948156066,96927.000000000
7672.00,32362.373062533,32336.000000000,64724.746125067,64671.000000000,97087.119187600,97007.000000000
7673.00,32389.096739711,32362.000000000,64778.193479423,64725.000000000,97167.290219134,97087.000000000
7674.00,32415.820416889,32389.000000000,64831.640833779,64778.000000000,97247.461250668,97167.000000000
7675.00,32442.544094067,32416.000000000,64885.088188135,64832.000000000,97327.632282202,97247.000000000
7676.00,32469.267771245,32443.000000000,64938.535542491,64885.000000000,97407.803313736,97328.000000000
7677.00,32495.991448423,32469.000000000,64991.982896847,64939.000000000,97487.974345270,97408.000000000
7678.00,32522.715125601,32496.000000000,65045.430251203,64992.000000000,97568.145376804,97488.000000000
7679.00,32549.438802779,32523.000000000,65098.877605559,65045.000000000,97648.316408338,97568.000000000
7680.00,32576.162479957,32549.000000000,65152.324959915,65099.000000000,97728.487439872,97648.000000000
7681.00,32602.886157135,32576.000000000,65205.772314270,65152.000000000,97808.658471406,97728.000000000
7682.00,32629.609834313,32603.000000000,65259.219668626,65206.000000000,97888.829502940,97809.000000000
7683.00,32656.333511491,32630.000000000,65312.667022982,65259.000000000,97969.000534474,97889.000000000
7684.00,32683.057188669,32656.000000000,65366.114377338,65313.000000000,98049.171566008,97969.000000000
7685.00,32709.780865847,32683.000000000,65419.561731694,65366.000000000,98129.342597541,98049.000000000
7686.00,32736.504543025,32710.000000000,65473.009086050,65420.000000000,98209.513629075,98129.000000000
7687.00,32763.228220203,32737.000000000,65526.456440406,65473.000000000,98289.684660609,98210.000000000
7688.00,32789.951897381,32763.000000000,65579.903794762,65526.000000000,98369.855692143,98290.000000000
7689.00,32816.675574559,32790.000000000,65633.351149118,65580.000000000,98450.026723677,98370.000000000
7690.00,32843.399251737,32817.000000000,65686.798503474,65633.000000000,98530.197755211,98450.000000000
7691.00,32870.122928915,32843.000000000,65740.245857830,65687.000000000,98610.368786745,98530.000000000
7692.00,32896.846606093,32870.000000000,65793.693212186,65740.000000000,98690.539818279,98610.000000000
7693.00,32923.570283271,32897.000000000,65847.140566542,65794.000000000,98770.710849813,98691.000000000
7694.00,32950.293960449,32924.000000000,65900.587920898,65847.000000000,98850.881881347,98771.000000000
7695.00,32977.017637627,32950.000000000,65954.035275254,65901.000000000,98931.052912881,98851.000000000
7696.00,33003.741314805,32977.000000000,66007.482629610,65954.000000000,99011.223944415,98931.000000000
7697.00,33030.464991983,33004.000000000,66060.929983966,66007.000000000,99091.394975949,99011.000000000
7698.00,33057.188669161,33030.000000000,66114.377338322,66061.000000000,99171.566007483,99091.000000000
7699.00,33083.912346339,33057.000000000,66167.824692678,66114.000000000,99251.737039017,99172.000000000
7700.00,33110.636023517,33084.000000000,66221.272047034,66168.000000000,99331.908070551,99252.000000000
7701.00,33137.359700695,33111.000000000,66274.719401390,66221.000000000,99412.079102084,99332.000000000
7702.00,33164.083377873,33137.000000000,66328.166755746,66275.000000000,99492.250133618,99412.000000000
7703.00,33190.807055051,33164.000000000,66381.614110102,66328.000000000,99572.421165152,99492.000000000
7704.00,33217.530732229,33191.000000000,66435.061464458,66382.000000000,99652.592196686,99572.000000000
7705.00,33244.254409407,33218.000000000,66488.508818814,66435.000000000,99732.763228220,99653.000000000
7706.00,33270.978086585,33244.000000000,66541.956173169,66489.000000000,99812.934259754,99733.000000000
7707.00,33297.701763763,33271.000000000,66595.403527525,66542.000000000,99893.105291288,99813.000000000
7708.00,33324.425440941,33298.000000000,66648.850881881,66595.000000000,99973.276322822,99893.000000000
7709.00,33351.149118119,33324.000000000,66702.298236237,66649.000000000,100053.447354356,99973.000000000
7710.00,33377.872795297,33351.000000000,66755.745590593,66702.000000000,100133.618385890,100053.000000000
7711.00,33404.596472475,33378.000000000,66809.192944949,66756.000000000,100213.789417424,100134.000000000
7712.00,33431.320149653,33405.000000000,66862.640299305,66809.000000000,100293.960448958,100214.000000000
7713.00,33458.043826831,33431.000000000,66916.087653661,66863.000000000,100374.131480492,100294.000000000
7714.00,33484.767504009,33458.000000000,66969.535008017,66916.000000000,100454.302512026,100374.000000000
7715.00,33511.491181187,33485.000000000,67022.982362373,66970.000000000,100534.473543560,100454.000000000
7716.00,33538.214858365,33511.000000000,67076.429716729,67023.000000000,100614.644575094,100534.000000000
7717.00,33564.938535543,33538.000000000,67129.877071085,67076.000000000,100694.815606627,100615.000000000
7718.00,33591.662212721,33565.000000000,67183.324425441,67130.000000000,100774.986638161,100695.000000000
7719.00,33618.385889898,33592.000000000,67236.771779797,67183.000000000,100855.157669695,100775.000000000
7720.00,33645.109567076,33618.000000000,67290.219134153,67237.000000000,100935.328701229,100855.000000000
7721.00,33671.833244254,33645.000000000,67343.666488509,67290.000000000,101015.499732763,100935.000000000
7722.00,33698.556921432,33672.000000000,67397.113842865,67344.000000000,101095.670764297,101015.000000000
7723.00,33725.280598610,33699.000000000,67450.561197221,67397.000000000,101175.841795831,101096.000000000
7724.00,33752.004275788,33725.000000000,67504.008551577,67451.000000000,101256.012827365,101176.000000000
7725.00,33778.727952966,33752.000000000,67557.455905933,67504.000000000,101336.183858899,101256.000000000
7726.00,33805.451630144,33779.000000000,67610.903260289,67557.000000000,101416.354890433,101336.000000000
7727.00,33832.175307322,33805.000000000,67664.350614645,67611.000000000,101496.525921967,101416.000000000
7728.00,33858.898984500,33832.000000000,67717.797969001,67664.000000000,101576.696953501,101497.000000000
7729.00,33885.622661678,33859.000000000,67771.245323357,67718.000000000,101656.867985035,101577.000000000
7730.00,33912.346338856,33886.000000000,67824.692677713,67771.000000000,101737.039016569,101657.000000000
7731.00,33939.070016034,33912.000000000,67878.140032068,67825.000000000,101817.210048103,101737.000000000
7732.00,33965.793693212,33939.000000000,67931.587386424,67878.000000000,101897.381079637,101817.000000000
7733.00,33992.517370390,33966.000000000,67985.034740780,67932.000000000,101977.552111171,101897.000000000
7734.00,34019.241047568,33993.000000000,68038.482095136,67985.000000000,102057.723142704,101978.000000000
7735.00,34045.964724746,34019.000000000,68091.929449492,68038.000000000,102137.894174238,102058.000000000
7736.00,34072.688401924,34046.000000000,68145.376803848,68092.000000000,102218.065205772,102138.000000000
7737.00,34099.412079102,34073.000000000,68198.824158204,68145.000000000,102298.236237306,102218.000000000
7738.00,34126.135756280,34099.000000000,68252.271512560,68199.000000000,102378.407268840,102298.000000000
7739.00,34152.859433458,34126.000000000,68305.718866916,68252.000000000,102458.578300374,102378.000000000
7740.00,34179.583110636,34153.000000000,68359.166221272,68306.000000000,102538.749331908,102459.000000000
7741.00,34206.306787814,34180.000000000,68412.613575628,68359.000000000,102618.920363442,102539.000000000
7742.00,34233.030464992,34206.000000000,68466.060929984,68413.000000000,102699.091394976,102619.000000000
7743.00,34259.754142170,34233.000000000,68519.508284340,68466.000000000,102779.262426510,102699.000000000
7744.00,34286.477819348,34260.000000000,68572.955638696,68520.000000000,102859.433458044,102779.000000000
7745.00,34313.201496526,34286.000000000,68626.402993052,68573.000000000,102939.604489578,102859.000000000
7746.00,34339.925173704,34313.000000000,68679.850347408,68626.000000000,103019.775521112,102940.000000000
7747.00,34366.648850882,34340.000000000,68733.297701764,68680.000000000,103099.946552646,103020.000000000
7748.00,34393.372528060,34367.000000000,68786.745056120,68733.000000000,103180.117584180,103100.000000000
7749.00,34420.096205238,34393.000000000,68840.192410476,68787.000000000,103260.288615714,103180.000000000
7750.00,34446.819882416,34420.000000000,68893.639764832,68840.000000000,103340.459647247,103260.000000000
7751.00,34473.543559594,34447.000000000,68947.087119188,68894.000000000,103420.630678781,103340.000000000
7752.00,34500.267236772,34474.000000000,69000.534473544,68947.000000000,103500.801710315,103421.000000000
7753.00,34526.990913950,34500.000000000,69053.981827900,69001.000000000,103580.972741849,103501.000000000
7754.00,34553.714591128,34527.000000000,69107.429182256,69054.000000000,103661.143773383,103581.000000000
7755.00,34580.438268306,34554.000000000,69160.876536611,69107.000000000,103741.314804917,103661.000000000
7756.00,34607.161945484,34580.000000000,69214.323890967,69161.000000000,103821.485836451,103741.000000000
7757.00,34633.885622662,34607.000000000,69267.771245323,69214.000000000,103901.656867985,103821.000000000
7758.00,34660.609299840,34634.000000000,69321.218599679,69268.000000000,103981.827899519,103902.000000000
7759.00,34687.332977018,34661.000000000,69374.665954035,69321.000000000,104061.998931053,103982.000000000
7760.00,34714.056654196,34687.000000000,69428.113308391,69375.000000000,104142.169962587,104062.000000000
7761.00,34740.780331374,34714.000000000,69481.560662747,69428.000000000,104222.340994121,104142.000000000
7762.00,34767.504008552,34741.000000000,69535.008017103,69482.000000000,104302.512025655,104222.000000000
7763.00,34794.227685730,34768.000000000,69588.455371459,69535.000000000,104382.683057189,104303.000000000
7764.00,34820.951362908,34794.000000000,69641.902725815,69588.000000000,104462.854088723,104383.000000000
7765.00,34847.675040086,34821.000000000,69695.350080171,69642.000000000,104543.025120257,104463.000000000
7766.00,34874.398717264,34848.000000000,69748.797434527,69695.000000000,104623.196151790,104543.000000000
7767.00,34901.122394442,34874.000000000,69802.244788883,69749.000000000,104703.367183324,104623.000000000
7768.00,34927.846071620,34901.000000000,69855.692143239,69802.000000000,104783.538214858,104703.000000000
7769.00,34954.569748797,34928.000000000,69909.139497595,69856.000000000,104863.709246392,104784.000000000
7770.00,34981.293425975,34955.000000000,69962.586851951,69909.000000000,104943.880277926,104864.000000000
7771.00,35008.017103153,34981.000000000,70016.034206307,69963.000000000,105024.051309460,104944.000000000
7772.00,35034.740780331,35008.000000000,70069.481560663,70016.000000000,105104.222340994,105024.000000000
7773.00,35061.464457509,35035.000000000,70122.928915019,70069.000000000,105184.393372528,105104.000000000
7774.00,35088.188134687,35061.000000000,70176.376269375,70123.000000000,105264.564404062,105184.000000000
7775.00,35114.911811865,35088.000000000,70229.823623731,70176.000000000,105344.735435596,105265.000000000
7776.00,35141.635489043,35115.000000000,70283.270978087,70230.000000000,105424.906467130,105345.000000000
7777.00,35168.359166221,35142.000000000,70336.718332443,70283.000000000,105505.077498664,105425.000000000
7778.00,35195.082843399,35168.000000000,70390.165686799,70337.000000000,105585.248530198,105505.000000000
7779.00,35221.806520577,35195.000000000,70443.613041155,70390.000000000,105665.419561732,105585.000000000
7780.00,35248.530197755,35222.000000000,70497.060395510,70444.000000000,105745.590593266,105665.000000000
7781.00,35275.253874933,35249.000000000,70550.507749866,70497.000000000,105825.761624800,105746.000000000
7782.00,35301.977552111,35275.000000000,70603.955104222,70551.000000000,105905.932656334,105826.000000000
7783.00,35328.701229289,35302.000000000,70657.402458578,70604.000000000,105986.103687867,105906.000000000
7784.00,35355.424906467,35329.000000000,70710.849812934,70657.000000000,106066.274719401,105986.000000000
7785.00,35382.148583645,35355.000000000,70764.297167290,70711.000000000,106146.445750935,106066.000000000
7786.00,35408.872260823,35382.000000000,70817.744521646,70764.000000000,106226.616782469,106146.000000000
7787.00,35435.595938001,35409.000000000,70871.191876002,70818.000000000,106306.787814003,106227.000000000
7788.00,35462.319615179,35436.000000000,70924.639230358,70871.000000000,106386.958845537,106307.000000000
7789.00,35489.043292357,35462.000000000,70978.086584714,70925.000000000,106467.129877071,106387.000000000
7790.00,35515.766969535,35489.000000000,71031.533939070,70978.000000000,106547.300908605,106467.000000000
7791.00,35542.490646713,35516.000000000,71084.981293426,71032.000000000,106627.471940139,106547.000000000
7792.00,35569.214323891,35542.000000000,71138.428647782,71085.000000000,106707.642971673,106627.000000000
7793.00,35595.938001069,35569.000000000,71191.876002138,71138.000000000,106787.814003207,106708.000000000
7794.00,35622.661678247,35596.000000000,71245.323356494,71192.000000000,106867.985034741,106788.000000000
7795.00,35649.385355425,35623.000000000,71298.770710850,71245.000000000,106948.156066275,106868.000000000
7796.00,35676.109032603,35649.000000000,71352.218065206,71299.000000000,107028.327097809,106948.000000000
7797.00,35702.832709781,35676.000000000,71405.665419562,71352.000000000,107108.498129343,107028.000000000
7798.00,35729.556386959,35703.000000000,71459.112773918,71406.000000000,107188.669160877,107108.000000000
7799.00,35756.280064137,35730.000000000,71512.560128274,71459.000000000,107268.840192410,107189.000000000
7800.00,35783.003741315,35756.000000000,71566.007482630,71513.000000000,107349.011223944,107269.000000000
7801.00,35809.727418493,35783.000000000,71619.454836986,71566.000000000,107429.182255478,107349.000000000
7802.00,35836.451095671,35810.000000000,71672.902191342,71619.000000000,107509.353287012,107429.000000000
7803.00,35863.174772849,35836.000000000,71726.349545698,71673.000000000,107589.524318546,107509.000000000
7804.00,35889.898450027,35863.000000000,71779.796900053,71726.000000000,107669.695350080,107590.000000000
7805.00,35916.622127205,35890.000000000,71833.244254409,71780.000000000,107749.866381614,107670.000000000
7806.00,35943.345804383,35917.000000000,71886.691608765,71833.000000000,107830.037413148,107750.000000000
7807.00,35970.069481561,35943.000000000,71940.138963121,71887.000000000,107910.208444682,107830.000000000
7808.00,35996.793158739,35970.000000000,71993.586317477,71940.000000000,107990.379476216,107910.000000000
7809.00,36023.516835917,35997.000000000,72047.033671833,71994.000000000,108070.550507750,107990.000000000
7810.00,36050.240513095,36024.000000000,72100.481026189,72047.000000000,108150.721539284,108071.000000000
7811.00,36076.964190273,36050.000000000,72153.928380545,72100.000000000,108230.892570818,108151.000000000
7812.00,36103.687867451,36077.000000000,72207.375734901,72154.000000000,108311.063602352,108231.000000000
7813.00,36130.411544629,36104.000000000,72260.823089257,72207.000000000,108391.234633886,108311.000000000
7814.00,36157.135221807,36130.000000000,72314.270443613,72261.000000000,108471.405665420,108391.000000000
7815.00,36183.858898985,36157.000000000,72367.717797969,72314.000000000,108551.576696954,108471.000000000
7816.00,36210.582576163,36184.000000000,72421.165152325,72368.000000000,108631.747728487,108552.000000000
7817.00,36237.306253341,36211.000000000,72474.612506681,72421.000000000,108711.918760021,108632.000000000
7818.00,36264.029930518,36237.000000000,72528.059861037,72475.000000000,108792.089791555,108712.000000000
7819.00,36290.753607696,36264.000000000,72581.507215393,72528.000000000,108872.260823089,108792.000000000
7820.00,36317.477284874,36291.000000000,72634.954569749,72582.000000000,108952.431854623,108872.000000000
7821.00,36344.200962052,36317.000000000,72688.401924105,72635.000000000,109032.602886157,108952.000000000
7822.00,36370.924639230,36344.000000000,72741.849278461,72688.000000000,109112.773917691,109033.000000000
7823.00,36397.648316408,36371.000000000,72795.296632817,72742.000000000,109192.944949225,109113.000000000
7824.00,36424.371993586,36398.000000000,72848.743987173,72795.000000000,109273.115980759,109193.000000000
7825.00,36451.095670764,36424.000000000,72902.191341529,72849.000000000,109353.287012293,109273.000000000
7826.00,36477.819347942,36451.000000000,72955.638695885,72902.000000000,109433.458043827,109353.000000000
7827.00,36504.543025120,36478.000000000,73009.086050241,72956.000000000,109513.629075361,109433.000000000
7828.00,36531.266702298,36505.000000000,73062.533404597,73009.000000000,109593.800106895,109514.000000000
7829.00,36557.990379476,36531.000000000,73115.980758952,73063.000000000,109673.971138429,109594.000000000
7830.00,36584.714056654,36558.000000000,73169.428113308,73116.000000000,109754.142169963,109674.000000000
7831.00,36611.437733832,36585.000000000,73222.875467664,73169.000000000,109834.313201497,109754.000000000
7832.00,36638.161411010,36611.000000000,73276.322822020,73223.000000000,109914.484233030,109834.000000000
7833.00,36664.885088188,36638.000000000,73329.770176376,73276.000000000,109994.655264564,109914.000000000
7834.00,36691.608765366,36665.000000000,73383.217530732,73330.000000000,110074.826296098,109995.000000000
7835.00,36718.332442544,36692.000000000,73436.664885088,73383.000000000,110154.997327632,110075.000000000
7836.00,36745.056119722,36718.000000000,73490.112239444,73437.000000000,110235.168359166,110155.000000000
7837.00,36771.779796900,36745.000000000,73543.559593800,73490.000000000,110315.339390700,110235.000000000
7838.00,36798.503474078,36772.000000000,73597.006948156,73544.000000000,110395.510422234,110315.000000000
7839.00,36825.227151256,36799.000000000,73650.454302512,73597.000000000,110475.681453768,110396.000000000
7840.00,36851.950828434,36825.000000000,73703.901656868,73650.000000000,110555.852485302,110476.000000000
7841.00,36878.674505612,36852.000000000,73757.349011224,73704.000000000,110636.023516836,110556.000000000
7842.00,36905.398182790,36879.000000000,73810.796365580,73757.000000000,110716.194548370,110636.000000000
7843.00,36932.121859968,36905.000000000,73864.243719936,73811.000000000,110796.365579904,110716.000000000
7844.00,36958.845537146,36932.000000000,73917.691074292,73864.000000000,110876.536611438,110796.000000000
7845.00,36985.569214324,36959.000000000,73971.138428648,73918.000000000,110956.707642972,110877.000000000
7846.00,37012.292891502,36986.000000000,74024.585783004,73971.000000000,111036.878674506,110957.000000000
7847.00,37039.016568680,37012.000000000,74078.033137360,74025.000000000,111117.049706040,111037.000000000
7848.00,37065.740245858,37039.000000000,74131.480491716,74078.000000000,111197.220737573,111117.000000000
7849.00,37092.463923036,37066.000000000,74184.927846072,74131.000000000,111277.391769107,111197.000000000
7850.00,37119.187600214,37092.000000000,74238.375200428,74185.000000000,111357.562800641,111277.000000000
7851.00,37145.911277392,37119.000000000,74291.822554784,74238.000000000,111437.733832175,111358.000000000
7852.00,37172.634954570,37146.000000000,74345.269909140,74292.000000000,111517.904863709,111438.000000000
7853.00,37199.358631748,37173.000000000,74398.717263496,74345.000000000,111598.075895243,111518.000000000
7854.00,37226.082308926,37199.000000000,74452.164617851,74399.000000000,111678.246926777,111598.000000000
7855.00,37252.805986104,37226.000000000,74505.611972207,74452.000000000,111758.417958311,111678.000000000
7856.00,37279.529663282,37253.000000000,74559.059326563,74506.000000000,111838.588989845,111758.000000000
7857.00,37306.253340460,37280.000000000,74612.506680919,74559.000000000,111918.760021379,111839.000000000
7858.00,37332.977017638,37306.000000000,74665.954035275,74613.000000000,111998.931052913,111919.000000000
7859.00,37359.700694816,37333.000000000,74719.401389631,74666.000000000,112079.102084447,111999.000000000
7860.00,37386.424371994,37360.000000000,74772.848743987,74719.000000000,112159.273115981,112079.000000000
7861.00,37413.148049172,37386.000000000,74826.296098343,74773.000000000,112239.444147515,112159.000000000
7862.00,37439.871726350,37413.000000000,74879.743452699,74826.000000000,112319.615179049,112239.000000000
7863.00,37466.595403528,37440.000000000,74933.190807055,74880.000000000,112399.786210583,112320.000000000
7864.00,37493.319080706,37467.000000000,74986.638161411,74933.000000000,112479.957242117,112400.000000000
7865.00,37520.042757884,37493.000000000,75040.085515767,74987.000000000,112560.128273650,112480.000000000
7866.00,37546.766435062,37520.000000000,75093.532870123,75040.000000000,112640.299305184,112560.000000000
7867.00,37573.490112240,37547.000000000,75146.980224479,75094.000000000,112720.470336718,112640.000000000
7868.00,37600.213789417,37573.000000000,75200.427578835,75147.000000000,112800.641368252,112720.000000000
7869.00,37626.937466595,37600.000000000,75253.874933191,75200.000000000,112880.812399786,112801.000000000
7870.00,37653.661143773,37627.000000000,75307.322287547,75254.000000000,112960.983431320,112881.000000000
7871.00,37680.384820951,37654.000000000,75360.769641903,75307.000000000,113041.154462854,112961.000000000
7872.00,37707.108498129,37680.000000000,75414.216996259,75361.000000000,113121.325494388,113041.000000000
7873.00,37733.832175307,37707.000000000,75467.664350615,75414.000000000,113201.496525922,113121.000000000
7874.00,37760.555852485,37734.000000000,75521.111704971,75468.000000000,113281.667557456,113201.000000000
7875.00,37787.279529663,37761.000000000,75574.559059327,75521.000000000,113361.838588990,113282.000000000
7876.00,37814.003206841,37787.000000000,75628.006413683,75575.000000000,113442.009620524,113362.000000000
7877.00,37840.726884019,37814.000000000,75681.453768039,75628.000000000,113522.180652058,113442.000000000
7878.00,37867.450561197,37841.000000000,75734.901122394,75681.000000000,113602.351683592,113522.000000000
7879.00,37894.174238375,37867.000000000,75788.348476750,75735.000000000,113682.522715126,113602.000000000
